ra,dec,u,g,r,i,z,redshift
49.0041204213546,42.0743046434246,16.57202,14.654,13.60587,13.04611,12.57796,0.01786132
49.1416428274802,42.0258161663276,16.79816,15.62952,15.14049,14.88924,14.68284,0.01371028
182.110806020143,14.2747882078858,17.99209,17.09784,16.69313,16.53629,16.41002,0.01329125
182.13234709981,15.0962913785375,18.54721,17.44979,17.29049,17.43218,18.53447,0.001979417
174.053951259561,15.7332768408462,18.65005,17.79747,17.46277,17.33271,17.12398,0.01661773
49.0032391223616,40.8856886815822,16.6799,14.59303,14.00603,13.54837,13.28707,0.01567403
49.1790722767687,41.3248987108148,15.18787,13.36706,12.32921,11.79074,11.46899,0.01884922
49.2134396725706,41.255767695952,17.87291,16.15387,15.30739,14.9127,14.61838,0.01453519
131.615722980929,27.3644355354734,18.17889,17.19437,16.80746,16.61684,16.46884,0.01898788
131.667624224368,29.8665814713405,17.04666,16.01785,15.57889,15.36238,15.20774,0.01978564
49.190056043144,40.6975360574531,16.93592,14.92659,13.93708,13.4074,13.02849,0.01972095
48.9721335302735,41.3233065356787,18.84769,17.01785,16.07555,15.62187,15.28118,0.01988707
48.9153264598696,41.1468848756804,18.50182,16.73723,15.91354,15.50115,15.23346,0.0134515
180.546982990139,56.3654025918522,16.1604,15.07954,14.57449,14.33538,14.12528,0.0111643
180.549537128214,56.3675816895987,17.26587,16.49365,16.1722,16.06483,16.05775,0.01137425
174.830053249529,56.2686756421843,15.1903,13.15782,12.63626,12.25168,12.63311,0.007590916
174.843179059393,56.2706768971932,14.90039,13.12234,12.3215,11.90405,11.65521,0.007976087
174.859258807974,56.2703424283323,14.24823,12.91676,12.37849,12.07667,12.14826,0.008416185
171.367065319022,57.7130056380369,15.97979,15.55798,15.719,16.60937,19.85535,0.006439541
171.361534665484,57.7212286374939,14.92536,13.5602,13.10489,12.83076,12.64798,0.006129465
171.354195983207,57.7303618448276,16.38721,16.13672,16.46336,24.42153,25.22005,0.005820257
159.027330014724,44.0335974860125,17.21171,15.65137,14.92703,14.57318,14.29614,0.01824436
217.411411877903,41.9631411278409,18.18535,17.21948,16.98704,16.87094,16.87785,0.01801746
200.334316968361,57.20233450918,17.89803,16.83863,16.45724,16.2534,16.15513,0.007063712
233.750474905293,46.8146791042028,16.8793,16.05073,15.92977,15.89148,15.82119,0.01884813
200.35464778005,57.6973308191347,16.77413,16.19035,16.14243,16.50756,16.26133,0.006819823
200.349792825852,57.6945709188123,16.49225,15.69069,15.34571,15.12497,15.27233,0.006838586
210.549166441508,55.8140260868828,14.58767,12.88324,12.06147,11.63049,11.3091,0.005989655
210.542975391203,45.8626104041177,15.68812,14.91576,14.53411,14.35096,14.20088,0.007042418
197.735492393734,11.4773670949608,15.61663,14.1343,13.6321,13.35392,13.20615,0.01122625
159.751582480511,41.6690988747166,16.97034,16.56329,16.63827,17.38938,17.23175,0.002258349
159.766859891927,41.6613689225676,18.07946,17.37437,17.48516,18.32511,18.05787,0.002206889
159.789418509676,41.6866780530955,14.71922,13.57842,13.12488,12.86887,12.77318,0.002380651
220.108540343653,38.6952978970455,17.06159,15.91119,15.41818,15.16317,14.9322,0.01231576
220.162303235746,38.6378285532155,15.36701,14.1241,13.58562,13.33453,13.15982,0.01258866
166.518941550634,43.331057413922,15.72229,14.51082,13.9155,13.61569,13.3987,0.01076146
166.513280932699,43.3326852993487,17.55959,16.51505,16.31108,16.34669,16.57827,0.01037908
171.316530085461,44.5031883256453,18.21802,17.14228,16.78003,16.5755,16.57934,0.01997799
220.088345357659,39.5714208151306,18.99153,17.88006,17.43535,17.2386,17.10219,0.01632248
159.053767633337,42.6581900999776,17.54815,16.19258,15.82838,15.59369,15.55951,0.01073689
217.392285319285,40.9339924861323,18.16923,17.10647,16.73052,16.5695,16.46438,0.008807775
217.392751760027,40.8915309214721,17.24807,16.19623,15.86839,15.71736,15.6286,0.009004036
184.175368381356,46.0787704750414,16.75683,15.15004,14.70107,14.56408,14.48526,0.002355077
174.876092588457,43.4079479313436,18.99898,17.88276,17.53111,17.36204,17.17755,0.003845236
200.355037332439,42.7303043277201,17.77606,16.73741,16.32094,16.13736,16.03054,0.01065664
206.452292439766,41.7454389565196,19.08846,17.64752,17.05013,16.78077,16.56921,0.008533265
173.381118281825,12.1373291231076,17.60301,16.13406,15.60331,15.36448,15.33709,0.01071643
238.186111773543,8.36451472347822,18.28042,17.26235,16.84497,16.63737,16.49094,0.01667572
182.102176888815,41.401357101632,17.71035,16.65324,16.35715,16.20895,16.12899,0.003467691
190.87996767742,41.5227516689225,18.81998,17.52582,17.1342,16.96252,16.96815,0.01673611
190.842891343689,42.4790830001795,17.28674,16.18578,15.82222,15.61476,15.74287,0.01411524
184.199560802952,8.04896385511071,17.1099,16.59146,16.4699,16.5567,16.49289,0.008637693
210.573289776268,7.68416418100177,15.58463,14.15024,13.31511,12.93592,12.6339,0.01517856
184.221188886233,6.91177507130586,21.33147,17.94029,17.17943,17.20513,17.35815,0.004153254
174.853281090381,41.5994148517635,18.35862,17.50856,17.31342,17.18918,17.49961,0.00440155
210.568023257956,38.9717695491524,18.71329,17.43765,16.97276,16.73119,16.63443,0.0189243
172.639035365246,38.2407112141337,15.77079,14.7907,14.41111,14.27005,14.04671,0.006407637
205.52481447202,37.0412081298652,15.39609,14.15343,13.49416,13.18982,12.86824,0.01855147
217.35742201591,36.2879864429613,17.67509,16.64466,16.23747,16.05841,15.87143,0.01273988
210.554315310973,8.03710281069771,15.06018,13.15301,12.28839,11.85694,11.57293,0.01623237
194.402147117193,9.3128141888232,17.19762,16.45403,16.25756,16.21215,16.12874,0.00646033
228.545638330903,6.74696705381793,19.08307,17.89509,17.63539,17.51822,17.51433,0.01810103
190.878721798687,11.0470942353768,18.3415,16.57544,15.9491,15.62825,15.5872,0.004715869
210.58382312271,9.09159537472953,17.64861,16.59915,16.17141,15.9543,15.79816,0.01994864
220.114772730726,5.53189931241229,18.37758,17.83078,17.82365,18.3599,18.32291,0.005194522
201.269755270419,51.3220416507689,18.68956,17.74338,17.56341,17.48539,17.44111,0.01323213
238.188307523272,38.405914373567,17.15402,16.25042,15.86732,15.75123,15.62289,0.008642173
244.094527960572,34.9014544074786,18.56006,17.53819,17.16748,16.97592,16.8795,0.0089338
230.560648005788,31.4751210947339,16.94427,16.6393,16.6372,16.80465,16.67446,0.007270337
212.747996432824,38.7653729807607,17.18365,16.00191,15.56701,15.33594,15.23129,0.01869379
228.504364852145,44.5905531768438,16.26758,14.90391,14.33921,13.9803,13.69872,0.01724716
223.181312632216,11.6722189611506,17.66027,16.82635,16.48906,16.37747,16.16253,0.006016284
205.507513126669,14.70937935775,18.35836,17.46037,17.27441,17.19393,17.21713,0.01535333
236.155472926167,10.6305377343227,18.64649,17.70339,17.33017,17.1586,17.00732,0.01532904
233.786603886929,28.6998642616231,17.89325,16.83034,16.4199,16.23339,16.22032,0.006775854
311.555883092583,-0.895672860351648,18.32941,17.26071,16.79574,16.57522,16.41142,0.01417525
311.999737909739,-0.180037695490727,15.95916,14.84544,14.31005,14.00809,13.82512,0.01412141
311.995900193868,-0.182389636894424,17.84326,17.49158,17.36572,17.82978,17.72355,0.01370507
311.658759033037,0.339351754806076,16.77469,15.05562,14.29364,13.89636,13.6081,0.01263448
311.756362071187,0.404246784969681,19.05513,17.52795,16.88503,16.56548,16.50129,0.01395545
311.793778127195,0.363284600969671,16.9211,14.99609,14.07328,13.56367,13.20054,0.01239831
329.467926218362,0.325184563075938,17.98281,16.92311,16.52765,16.30276,16.12284,0.01581358
340.391149480485,0.400754635005319,16.88136,15.06948,14.48952,14.27926,14.24757,0.005878035
147.199140813262,64.1669455913501,16.31123,15.00288,14.44499,14.19299,13.95522,0.01004364
17.3849531826821,-0.343948010801005,18.8716,17.75327,17.45274,17.27678,17.18644,0.0182628
20.9783660162623,-0.311459492415655,18.42834,17.2171,16.74859,16.48511,16.29828,0.01830663
20.9847909856071,0.208479992250516,17.92798,16.91262,16.50329,16.29653,16.13389,0.007994465
147.204460435992,68.5964229694947,17.62158,16.45135,15.9539,15.7019,15.52741,0.0152785
143.051834653778,68.4396498581236,17.64283,15.76711,15.16824,14.90791,14.89631,0.01300611
150.676986786222,67.7304848948848,15.77223,14.43743,13.78587,13.4551,13.22012,0.01511319
159.053288763691,13.4495396952237,17.70774,16.60659,16.27145,16.12969,15.98942,0.009811767
160.912113874422,14.8718602340308,14.2802,12.93891,12.14765,11.81566,11.68333,0.004168204
184.218214858902,14.514573444578,16.26275,14.94217,14.35359,14.0402,13.87974,0.004219569
134.213943120502,27.2700960669539,17.54985,15.80281,15.05653,14.68897,14.40069,0.01856138
159.055104770694,37.324327353494,14.81973,14.65887,14.41273,14.98284,15.32828,0.004894261
194.830679885289,37.1812557346324,18.82764,17.91704,17.55167,17.40541,17.29117,0.01512173
201.255334707021,36.437142816326,17.1722,16.21783,15.9255,15.74489,15.62633,0.01947351
201.254609012966,36.3995136627078,16.20499,14.23159,13.33582,12.87874,12.5363,0.01787382
172.615225074936,36.7373223104622,16.04528,15.14486,14.80417,14.68344,14.54373,0.006497693
130.018151514193,23.3678754135778,18.21354,17.37996,17.034,16.81322,16.80028,0.006661323
129.999264314141,23.4135408526527,17.2314,16.06227,15.56762,15.32361,15.17882,0.0124453
200.331918788241,35.5801087783881,17.69124,16.56055,16.20945,16.03929,16.12298,0.01902182
205.534921156845,35.6543072262119,14.03183,11.98385,11.62888,11.28199,11.00572,0.00361103
205.037954994005,36.8610945129399,15.45643,14.27413,13.6781,13.37425,13.17829,0.01908619
147.192494930557,31.1967213117533,18.33605,17.39263,16.9819,16.79978,16.6646,0.01672317
173.375645683286,33.5077261693584,16.10575,14.90999,14.39726,14.11796,13.87889,0.008641765
190.874758464842,33.9438396629977,18.40119,17.67471,17.6839,17.75746,17.68993,0.01420279
194.418954016995,33.6942338102552,17.88529,17.42649,17.32832,17.57376,17.8431,0.002931956
173.364149195009,33.8401864342178,18.82485,17.84384,17.53309,17.41719,17.284,0.008519573
194.408770784555,35.7203801714154,16.38634,15.74952,15.72557,15.76166,15.74541,0.01503323
197.758491320196,35.468944535476,17.86668,16.90344,16.54951,16.37009,16.22468,0.01639493
147.197741261014,27.8737354502034,17.67667,16.90654,16.62163,16.50532,16.33974,0.004390927
217.40048372114,29.9872922545601,19.09592,17.42373,16.73615,16.37934,16.1793,0.01459917
238.126908835166,23.127444895128,18.9587,17.93464,17.59604,17.39323,17.28943,0.01483173
205.523032217869,32.028576573203,16.69664,15.58862,15.14294,14.91809,14.76837,0.01563126
173.354706041804,34.072299915774,16.48432,15.51469,15.04671,14.82693,14.69254,0.008367944
194.435742124317,34.8395786184152,18.02456,17.13057,16.73975,16.59572,16.42629,0.01537681
210.585657862723,32.4481662422386,16.70708,15.04998,14.2699,13.83382,13.49646,0.01445431
190.834962417487,35.4423839558217,17.94673,16.998,16.74257,16.64347,16.70981,0.006091756
217.385044037179,29.1294050496291,18.94844,17.97376,17.71254,17.52908,17.39773,0.0128192
179.088849943429,31.4269324978162,17.50533,16.51647,15.8911,15.72413,15.5285,0.01113219
205.505146405699,31.9028150490779,18.04125,17.30241,16.7918,16.47915,16.3532,0.0158037
175.886337957759,31.4579229469825,16.0402,15.19544,14.82515,14.73206,14.57305,0.006055459
179.078502120996,32.0342241372551,19.40589,17.83236,17.27467,16.97986,16.81237,0.01053266
179.096692582304,32.0388092764881,16.39363,15.16073,14.72376,14.47424,14.38286,0.01075696
226.204008833363,25.2347545499979,18.97321,17.8099,17.32714,17.08201,16.91796,0.01492005
220.141460679802,27.5500163351138,18.0108,16.82773,16.42148,16.21482,16.16716,0.01530602
159.010109593597,29.6749608614421,18.23483,17.2039,16.85069,16.75799,16.48423,0.01470342
174.010526404926,32.3856770122425,17.48729,16.54147,16.16126,16.01181,15.85306,0.008992678
238.878330446408,18.1761574116384,18.57421,17.49653,17.0853,16.91276,16.81969,0.01755434
204.981878049087,28.400786527196,15.67921,14.32447,13.50544,13.03905,12.69393,0.01611195
204.980944557878,28.3957678950826,16.31962,15.41913,15.26085,15.33501,15.34732,0.01584986
217.380752018064,26.051938637728,19.09411,17.8863,17.38596,17.10273,17.01432,0.01322371
217.400828112744,26.0638571128801,16.99683,15.84805,15.39404,15.15694,15.00784,0.01614528
217.357100288181,26.63153902117,18.52698,17.68574,17.41108,17.27539,17.19108,0.01587988
227.753728228188,23.6092598442393,16.56991,15.38491,14.93424,14.71579,14.5871,0.01655963
228.563124810004,20.4786579204669,15.88628,14.34712,13.60378,13.19697,12.83066,0.01564462
238.929424211153,18.2826713284202,16.32006,15.17712,14.80617,14.61842,14.48852,0.01775172
233.73835895875,23.5036786044514,15.63079,13.96291,13.08319,12.6055,12.29193,0.01839796
233.792563974488,16.5495196687376,16.07297,15.0625,14.54682,14.38089,14.5626,0.003440204
210.57448581233,22.7263555415261,18.27114,17.47461,17.29684,17.44612,17.08172,0.01033237
233.78671526774,16.8710451089136,17.24607,16.25478,15.74541,15.60875,15.59296,0.006641496
329.524079322821,-7.84515999832711,16.68612,14.915,14.31477,13.99617,13.78305,0.01756298
39.0040365806452,0.420183920081859,16.47678,15.15601,14.60395,14.29339,14.36974,0.00872279
184.214231220629,29.0547555340666,17.91384,16.77081,16.20858,15.94866,15.77831,0.003674154
180.605025684351,29.4703336816574,16.42861,15.31158,14.95398,14.80147,14.69631,0.01122936
131.658041291381,18.8897987336182,18.75893,17.39877,17.01108,16.85624,16.86405,0.01311159
180.5938498883,29.8617633769959,15.38318,14.17841,13.46251,13.15889,12.84557,0.01041761
160.983266180435,28.1472544214709,17.31444,15.95022,15.44746,15.22484,15.2104,0.00491415
184.2050569053,30.2699057662475,17.75277,16.01352,15.56604,15.47628,15.24594,0.01280184
194.82616113055,26.8898689261211,19.33246,17.92897,17.28686,16.96562,16.76959,0.018254
204.973772983234,26.1370312202616,18.17422,17.27398,16.91591,16.73217,16.56554,0.01727301
194.827255285657,27.5935943588469,18.18928,16.99734,16.64476,16.49117,16.43385,0.01744308
194.83283244246,28.0842960059655,16.33944,14.30048,13.45579,13.07131,12.7854,0.01527688
194.86968125199,28.0405136064394,18.21725,16.24869,15.42865,15.09022,14.83447,0.01875564
194.868558599421,28.0853816253339,20.44832,17.90654,17.18175,16.97764,16.94719,0.01240529
194.854357366458,27.9967289709423,19.70954,17.59938,16.87102,16.49768,16.26173,0.01828161
171.362330508857,26.3474206152329,18.13914,17.12,16.75921,16.57365,16.50514,0.009254497
160.975990934411,25.3593078675817,18.49139,17.34335,16.91983,16.71629,16.57404,0.01829026
194.852450824493,27.517337600233,19.14583,17.7813,17.20668,16.9143,16.69268,0.01965179
194.813531168594,27.9707257794689,16.94532,15.12918,14.34617,13.94233,13.64868,0.01608296
194.844255402196,27.8968728016878,17.68989,15.97594,15.19837,14.82378,14.58734,0.01718794
194.878434451101,27.8842071991656,16.71277,14.89146,14.08934,13.69809,13.38376,0.01570999
160.894524860203,22.1508300023737,17.00659,15.61541,14.94746,14.65393,14.41369,0.0195895
179.098606318327,23.8679316085455,15.83912,14.0594,13.18064,12.72531,12.37406,0.01403074
174.061550688786,25.4354043852672,17.14104,16.02379,15.64851,15.44925,15.37005,0.01052926
150.648101096149,19.1769036240176,15.69402,14.12037,13.22604,12.82331,12.41471,0.006983121
174.063740378336,22.4326506749875,15.80745,14.5609,13.96234,13.66389,13.39686,0.01188218
131.666504138103,13.2136759892417,16.39298,14.82218,14.09129,13.70514,13.4448,0.006604844
174.883981733813,23.8383539439643,18.45937,17.2633,16.94552,16.79812,16.78151,0.01199112
184.180214250752,24.7183626856047,18.67669,17.29005,16.80544,16.71666,16.59975,0.00346483
190.85069865994,24.5248808074984,17.39379,16.92945,16.63523,16.57193,16.2608,0.003895525
174.008167546614,24.6880953735803,17.74372,16.98451,16.67293,16.55436,16.42681,0.01195208
174.876093777429,25.1886356389884,17.16645,16.10131,15.73448,15.59196,15.52172,0.01227181
179.086543359574,25.375085897838,16.59754,15.50249,15.0758,14.85803,14.68203,0.01584524
179.050380699809,25.7974870969707,19.00167,17.9583,17.59417,17.42496,17.30471,0.01701195
174.882405312736,19.2902270665744,18.80081,17.68954,17.52515,17.50849,17.53232,0.01144706
243.297668397307,9.83112523734735,18.36514,17.14438,16.68303,16.47776,16.42677,0.01635614
212.746029657527,17.7465309723333,18.92709,17.79459,17.3452,17.17968,17.09459,0.01610198
167.946035749466,18.8571662577768,18.36461,17.46056,17.1248,17.02519,16.87223,0.003314588
217.413028534872,16.2805262432825,18.05241,17.55605,17.49547,17.48541,17.43658,0.01980015
223.22617133341,13.3002466188804,18.47952,17.69666,17.44097,17.33138,17.23765,0.006145861
220.109911604485,14.4597409719423,17.84465,16.58461,16.18783,16.01058,15.91128,0.01811141
220.140796549176,14.4755835313037,18.97404,17.49809,17.19756,17.0829,17.0613,0.01808537
233.743914886409,11.7502773502921,14.86465,13.25502,12.54598,12.17656,11.90692,0.00630176
174.013519720092,17.3596799722751,17.63169,16.07551,15.39146,15.05044,14.84227,0.01137598
172.609218926954,17.3324162980259,16.69747,15.70857,15.21075,15.04607,14.92602,0.003927699
171.323641874174,17.8084409723609,16.10747,14.55052,13.84448,13.48239,13.13317,0.01639221
180.585562888199,17.7953132730778,18.50117,17.5474,17.22643,17.06687,16.96938,0.01668504
49.1909859669774,40.3299567565799,18.20498,16.02699,14.92372,14.33324,13.89749,0.0164304
48.9456480684545,40.7571859041331,17.48478,15.39564,14.39866,13.91153,13.54352,0.01837141
49.1435614952242,41.0474722327118,17.12067,15.60952,14.89894,14.57063,14.29089,0.01346726
49.112658441068,41.1802159335769,17.75377,15.97525,15.15598,14.72393,14.43022,0.01497664
143.068323110092,12.0938750373888,16.68476,15.57413,15.06161,14.79532,14.58386,0.01974867
