ra,dec,u,g,r,i,z,redshift
142.9516665605,10.4082465261798,19.33356,17.79933,17.16303,16.85601,16.67119,0.01073402
204.80521880539,-1.12091859807661,16.35221,15.29284,14.81925,14.58858,14.40168,0.01482851
197.97431209177,-0.858146021484176,18.8722,17.52619,17.07585,16.88231,16.78888,0.01786385
144.109624960133,-0.571377647027488,16.9726,15.7073,15.23171,15.01026,14.86763,0.01268636
29.644544492623,12.4512115384954,17.43373,16.3251,15.89745,15.6716,15.55316,0.01537145
13.1163069512554,14.5183449384274,16.7137,15.32079,14.7352,14.43013,14.19291,0.01824617
9.59884170482775,15.039570541469,15.99524,14.70245,13.92301,13.54323,13.2038,0.01783417
180.740806835199,-3.09196853864864,18.65591,17.44486,17.08094,16.90102,16.90463,0.01976533
180.692049440175,-1.79240572889995,17.48069,16.31429,15.79191,15.50007,15.23702,0.01951499
181.232009329028,-3.19951689407477,16.46861,14.96539,14.20389,13.77287,13.3897,0.01943837
146.007800533516,-0.642274468361087,16.65063,15.84151,15.95444,16.67046,16.59802,0.0047763
146.045410697084,0.17976937273214,18.33607,17.2247,16.69317,16.49892,16.27584,0.01112419
134.836781007446,0.861739611995558,18.08981,17.09797,16.7853,16.59592,16.51985,0.0131003
166.201805042689,64.0002801163686,24.43475,17.36023,15.98258,15.77898,15.84791,0.01130289
116.578421554001,39.0668658954898,16.51375,15.29802,14.70537,14.27255,14.21008,0.01281121
116.582505856334,39.8572444751104,18.48261,17.30525,16.78713,16.51932,16.30912,0.01299306
257.543634914201,61.3505036918621,17.92522,16.46478,16.05324,15.73858,15.66368,0.01029225
233.366250445831,56.5597389876193,14.45856,13.08055,12.49245,12.20013,11.98045,0.002208026
164.222618160794,65.6656067084945,18.24613,17.34429,17.06627,16.95633,16.82291,0.01128639
227.920749829765,59.8089199066497,15.22555,13.55508,12.67186,12.18411,11.81196,0.008216987
235.226334735462,56.8608395660897,17.30656,16.8064,16.73863,17.03375,16.74114,0.01140887
181.221998486665,1.94228154281725,17.74251,15.92097,15.08849,14.68603,14.38368,0.01909942
181.232940845636,1.90085858985225,19.27891,17.60559,16.79927,16.41154,16.18238,0.01949516
202.919284676891,1.80005550823872,17.85817,16.86325,16.48836,16.30732,16.15769,0.01110682
235.195197578798,2.3601025449544,18.29235,17.25163,16.86879,16.68135,16.80541,0.009965534
144.111286064346,1.19145507948827,17.72132,16.94422,16.72873,16.6464,16.55713,0.01629058
181.225847759344,1.82130607201259,18.227,16.45938,15.68092,15.30925,15.02424,0.01926567
197.956176528226,2.11122432141593,19.276,17.97248,17.48779,17.21771,16.97444,0.01957535
173.183601316312,2.47352039052755,17.82192,16.85133,16.52351,16.36628,16.32894,0.003428165
146.043290809396,2.4103122302567,16.52262,15.43124,14.93963,14.68506,14.45049,0.01994092
170.470367176156,3.40588369938943,18.2054,17.67742,17.70472,17.93849,17.82043,0.00383082
170.463846385987,3.40483664898331,18.37304,17.09435,16.80065,16.66665,16.80502,0.003977866
32.2714611951557,-9.70039301822337,17.42837,16.7656,16.63316,16.67504,16.58658,0.01277675
320.024982183222,11.9184821298584,24.79586,16.43461,24.92102,15.40168,15.28631,0.003825434
9.64002454653631,-9.32129752726322,18.18386,16.83001,16.16479,15.7975,15.48612,0.01926707
135.73703957538,51.4311080375167,18.48935,17.24972,16.71519,16.42325,16.23316,0.0152751
113.619019010124,31.5190294177781,17.93671,16.33751,15.61609,15.25233,14.98326,0.01666594
120.17007579467,39.8705009207972,17.19203,15.37781,14.59334,14.19944,13.91651,0.01326211
114.763408495245,34.2905178960791,18.85922,17.76786,17.30116,17.04362,16.85299,0.01944335
140.943190549205,2.75298311578079,17.67416,16.61599,16.20867,16.07662,15.95491,0.01685927
120.184849157058,37.2063398937746,16.62539,15.84862,15.56908,15.47066,15.27482,0.01316047
208.743545105915,5.33367644149165,15.11481,13.4405,12.66144,12.20634,11.89057,0.004578432
246.883910886585,48.715301069628,18.37147,16.5959,16.01133,15.66382,15.45793,0.0142424
163.648004388031,56.9907647566897,14.32547,13.30996,12.91822,12.75148,12.67427,0.006779653
170.459301828805,58.9441065792936,18.51243,17.4109,17.00515,16.8193,16.71409,0.005642978
170.454939913366,58.9095122879349,17.76001,16.59015,16.22915,16.12872,15.99193,0.006290475
197.963692108068,60.2472296049343,16.37082,15.21339,14.85068,14.63416,14.60493,0.006874005
203.405737781389,59.7155631725702,17.95423,16.81229,16.40309,16.21108,16.14942,0.009678972
168.460745991982,3.72826287534326,18.30943,17.46748,17.13619,16.99252,16.89598,0.007582752
208.761267644005,5.09033264775457,17.90257,16.51922,15.8856,15.56838,15.43189,0.00465898
208.768784406937,5.18950725630028,17.46852,16.6475,16.42119,16.31101,16.29461,0.004689818
239.180504724575,48.095012688611,15.59316,13.6299,12.76038,12.39361,12.07322,0.01962074
155.065942889373,58.5300207754323,17.50799,16.82861,16.75312,16.8472,16.88772,0.01076032
173.183610943589,61.8268664794504,15.42807,14.09987,13.57542,13.28801,13.10872,0.01083798
253.226565532851,36.0874819345149,18.59371,17.39474,17.07421,16.92853,16.89561,0.003023826
203.414538756996,60.3873275113017,17.29346,16.15149,15.84102,15.81744,15.63087,0.006887137
239.179073969391,48.0480820978988,17.28418,15.39856,14.58233,14.19018,13.86512,0.01831523
239.19564462277,47.9955177422057,17.68876,16.00706,15.23275,14.8654,14.60912,0.01747185
180.680664873967,62.4978463769612,16.81888,16.02207,15.76154,15.59151,15.39763,0.003479971
173.168478088713,62.4598012870904,18.2427,17.2711,16.94812,16.78718,16.66391,0.01267591
202.908230486086,-2.80995811862947,18.84031,17.63535,17.03058,16.73465,16.5544,0.01947062
257.499177863005,35.1374952800531,18.8755,17.92584,17.59383,17.44123,17.28137,0.01513588
320.087962412684,10.3206015384138,16.81699,15.6062,15.19426,14.99346,14.95071,0.01749328
2.46016896465761,-0.917779280137848,18.76635,17.93483,17.67142,17.51845,17.46765,0.01344056
181.281522513716,53.8979152305143,18.2769,17.16709,16.80119,16.66113,16.66486,0.01261514
168.431683730405,53.6467547739967,18.65186,17.78913,17.53079,17.43484,17.25724,0.003096151
178.847893190551,54.6573302032395,15.89099,14.85261,14.43418,14.23787,14.20344,0.002839373
113.662695372236,27.1591627182846,18.69516,17.35141,16.94565,16.71126,16.76082,0.01599932
118.774387260165,32.7286641877608,16.63044,15.70051,15.34464,15.21128,15.07856,0.01784327
120.885077852747,34.9656111009777,17.37906,16.14342,15.70798,15.45492,15.39856,0.01767236
120.177760019293,35.4593502868085,18.77132,17.82414,17.47978,17.32743,17.14963,0.01759621
170.44816608566,57.3467283629685,18.32615,17.35092,17.13346,17.02456,16.96537,0.003606923
181.24621862539,58.1072257676246,16.68859,15.47554,15.18684,15.27451,15.04547,0.008675005
178.834136493649,51.1263600258508,16.70969,15.96632,15.62398,15.48731,15.34884,0.0118069
140.94895513475,42.1834568801858,16.72397,15.37702,14.73461,14.35491,14.03889,0.0138455
116.660464995878,26.4702042429975,17.13426,15.98108,15.58062,15.37504,15.27347,0.01536837
149.503831755552,47.3245983546833,16.87655,15.84278,15.65772,15.62825,15.66664,0.001632758
181.270361520755,53.0290898959088,17.9798,17.07369,16.72427,16.55692,16.47904,0.01185897
116.553531146966,26.9230095496822,18.80019,17.13322,16.51876,16.2047,16.0143,0.01573153
144.086746112388,43.5769314541576,18.41509,17.25185,16.81035,16.58149,17.14266,0.008257641
144.104426829552,43.8476613057849,18.41305,17.1719,16.61521,16.36281,16.10663,0.01487756
116.620887131904,26.7181125948334,17.18318,16.03907,15.55278,15.32126,15.13943,0.01526316
116.59937740164,27.3381227169881,17.06122,16.00354,15.53797,15.29848,15.1231,0.01600708
164.244545727074,50.1405967914893,16.47974,15.6039,15.22594,15.07719,14.9414,0.004571103
145.996792230097,42.4329674126646,15.89688,13.98804,13.14089,12.7103,12.41903,0.01696198
146.031467002487,42.4305115680122,17.55644,15.84349,15.09704,14.72577,14.44506,0.01667833
168.43707145244,48.2727054057482,16.19675,14.38158,13.61604,13.21816,12.90092,0.01779015
145.997067375255,42.6328671500725,17.99414,16.51809,15.79242,15.41306,15.11217,0.01838154
155.041681876893,6.9525642312907,16.91321,15.91987,15.49306,15.28248,15.10139,0.01269372
168.420702602296,47.5783914243956,15.32443,13.99877,13.29947,12.91428,12.62793,0.01822718
168.439238227784,48.4015405868673,18.64313,17.19418,16.62069,16.34552,16.17768,0.006657517
168.460213368894,53.08640503141,16.79184,15.62302,15.22307,15.0177,14.9149,0.009541091
180.731400688529,55.8182480017111,17.79941,16.43996,15.90705,15.64463,15.47676,0.003449282
190.66802725816,54.8463153424204,19.37267,17.96878,17.24909,16.9476,16.76594,0.01657629
219.147825771428,49.4179876329501,18.2912,17.13929,16.82386,16.74323,16.75593,0.007648816
222.176412764742,49.8870176976695,17.28813,16.26175,15.82508,15.59554,15.42979,0.01035106
257.546113535555,21.6495889153769,16.50519,15.45618,14.99985,14.80423,14.62972,0.01478627
254.567004195385,25.8171503470343,18.51568,17.25911,16.74478,16.49199,16.45617,0.00236405
235.176657636752,43.7512553576524,16.82843,15.10173,14.36585,13.99263,13.74765,0.01959536
235.193070226865,43.5427338947534,18.58236,17.45504,17.05673,16.8026,16.68811,0.01896816
208.688403566992,58.6663158047148,16.48257,15.64555,15.53651,15.55231,15.51555,0.005779225
208.696258079098,58.6649986545366,24.84257,17.86408,16.40655,16.03743,16.00905,0.005373368
221.546346767055,-0.222941166203929,14.29747,12.54921,11.69584,11.24778,10.91688,0.005535014
205.132451587456,0.00631495227773278,17.46054,16.41143,16.00705,15.81394,15.63874,0.01237381
227.267876121867,0.82198943785948,17.6729,16.51644,15.90993,15.61514,15.41584,0.005489794
178.903953234089,1.23718155767638,15.64934,13.86293,13.31251,12.98771,12.92699,0.006288003
25.5306483535744,13.2935450005411,17.61653,16.54212,16.28996,16.19918,16.21046,0.002659677
27.8694234043677,13.2383753617379,19.33567,17.98756,17.38122,17.05385,16.75097,0.01787126
27.874669575185,13.1317146782417,15.99982,14.69368,14.00804,13.62044,13.45696,0.01612927
178.133580276396,-3.67145938618604,16.23125,15.55842,15.44425,15.51425,16.43366,0.005495979
115.658437395361,38.2486033478207,19.08426,17.84508,17.51291,17.69827,17.72369,0.01117036
113.850709104576,36.6434549997354,17.97329,17.07066,16.76784,16.61043,16.52839,0.0130189
114.807313533153,37.6768694512478,19.12838,17.98919,17.60802,17.49091,17.68852,0.01191037
114.893878383129,38.0282655161245,18.10386,17.2228,16.8982,16.76441,16.69571,0.01167478
256.989498001786,60.9901577651024,15.57266,13.76512,12.92251,12.50295,12.25085,0.01133609
141.973924932606,57.3754797168915,15.32168,13.86858,13.14794,12.75453,12.45837,0.01069858
163.172442340225,66.1728780478226,17.75568,17.15354,16.99644,17.09488,17.04854,0.01148017
123.060235002724,50.6248835424272,18.38083,17.32204,16.88215,16.64584,16.45007,0.01712332
134.769834276719,56.1598287525179,18.50681,17.02205,16.5858,16.36357,16.28221,0.01432863
141.973941362315,60.4056889045096,17.95765,16.89822,16.58421,16.4516,16.5037,0.004395213
181.419705424907,1.57504973255383,16.68592,14.80468,13.99134,13.59311,13.26125,0.01938336
181.364689323452,1.94812016452443,17.95011,16.263,15.49772,15.13543,14.8531,0.01862302
227.261537915306,1.8470971204502,19.17034,17.87944,17.1822,16.86286,16.64982,0.004035009
218.188102230525,2.91502098106631,15.78919,14.93128,14.59275,14.4834,14.35984,0.005095138
181.366352958824,1.8613708697713,18.93156,17.89866,17.45243,17.24699,17.08079,0.01612998
24.7878369351868,-10.5038653760831,17.38039,16.37129,15.84225,15.56691,15.33176,0.01859561
32.4988748390943,-8.83640388041517,16.35602,15.47616,15.17214,14.96912,14.84839,0.005223464
35.5498434815986,-8.510132045881,16.71823,15.54051,15.20693,15.04119,14.89741,0.01564902
349.186136838537,13.4830119061053,15.76144,14.13259,13.27245,12.86526,12.57,0.01573885
11.3945091907785,-10.9872225222294,18.22137,17.22179,16.85215,16.65905,16.66337,0.01368655
11.3410822611543,-9.61670203571125,18.87898,17.90987,17.59406,17.44871,17.27338,0.01935317
354.27386851667,-9.59799994163098,16.82006,15.65383,15.25542,15.21397,15.2787,0.005920999
170.01288672017,2.68961570307817,18.63341,17.73833,17.49453,17.31762,17.28041,0.004153254
172.497350574557,63.2233881140874,17.7565,16.88143,16.60403,16.61386,16.69221,0.003532757
142.020407247834,2.58065002211431,17.126,15.7274,15.20052,14.95256,14.7387,0.01183405
173.217977401017,5.72734962058974,17.21723,15.2989,14.29007,13.77771,13.37385,0.01804693
159.893778952022,-0.253018590117203,17.03369,16.02991,15.62721,15.45138,15.30439,0.01881749
215.181433118276,4.14363237060959,26.75369,16.98387,16.36791,16.13313,16.00085,0.00556643
221.584246636423,4.73291395896175,18.52302,17.67391,17.505,17.47059,17.56836,0.005053782
172.572010092071,58.1339332758969,15.98645,14.69891,14.18696,13.92693,13.92892,0.00482938
176.898751169931,59.4672089917965,16.42618,15.16581,14.6131,14.30927,14.02936,0.01117392
176.930448478983,59.4284066635841,17.6977,16.30098,15.71956,15.43555,15.23488,0.01110268
176.93876345177,59.8866675426029,15.94766,15.16632,14.79979,14.63689,14.43124,0.004273582
172.560033700885,59.9408931857341,17.787,16.72922,16.36086,16.24915,16.01156,0.003414012
172.551821687495,3.80103414603963,18.28985,17.35228,16.90679,16.70254,16.48486,0.01802408
176.956053584479,61.7193215687236,18.90698,17.3779,16.62267,16.26126,16.00802,0.01316709
178.91145213583,61.7777044135296,17.09718,16.30436,15.9581,15.82927,15.68298,0.006503428
176.904787356774,62.0161504974068,18.87261,17.65625,17.20724,16.98317,16.82373,0.01315712
227.282869454149,0.724840560332984,18.58314,17.42561,16.8992,16.67168,16.45028,0.005554996
228.928493864411,1.45576937703785,16.73297,15.51096,14.99216,14.76878,14.65654,0.005285603
232.187679166989,4.40573226154037,17.9236,16.90611,16.51612,16.32015,16.17234,0.005789922
218.220091449699,5.99905902169161,17.61918,16.74621,16.48042,16.69229,16.87988,0.007587074
348.109554435062,13.7265719820037,16.49001,14.77911,13.96202,13.54661,13.17732,0.01639483
339.841147233061,13.882293151039,16.21712,15.62158,15.411,15.35961,15.26194,0.01733448
348.089249523726,14.6093905175946,15.95022,13.98311,12.95123,12.46963,12.13093,0.01621998
348.094558060461,14.50630393277,18.56879,16.97005,16.25154,15.8869,15.66353,0.0166204
348.098976239068,14.5468658111124,17.86046,16.16893,15.39101,15.02529,14.7547,0.01576062
115.650333600859,28.2613768535266,17.51957,16.59319,16.22868,16.05102,15.92245,0.01571441
179.7049190347,55.3068754421387,18.7662,17.15011,16.59236,16.31736,16.18709,0.003161688
176.893246962768,55.967222328797,13.94695,12.74082,12.09602,11.71604,11.36153,0.007985929
123.061784239951,35.1570547324571,16.70966,15.55308,15.06139,14.81919,14.60378,0.01749215
169.952369248686,55.7225621414595,17.13924,16.1366,15.78234,15.61886,15.56579,0.002018554
175.581241788955,57.8956311622887,17.55965,16.2584,15.70101,15.39717,15.31319,0.004426485
176.217038660269,57.8735114278954,16.3716,15.47574,15.17778,15.0015,14.93604,0.004153254
178.936868656753,58.5046084213524,18.8123,17.7971,17.4575,17.28428,17.16617,0.01061403
142.01356796529,48.5267071052031,17.88434,17.04478,16.76843,16.64205,16.57281,0.01540578
134.759563069634,39.206036094882,15.76189,14.70091,14.47781,14.3983,15.09869,0.002085273
141.97848157644,44.5060916589815,15.17031,14.2639,13.81496,13.55714,13.32828,0.008808643
172.563038023438,50.1784273095066,17.69205,17.09376,17.0107,17.03605,16.97256,0.01062764
173.234765016867,50.241846705363,16.35257,14.71677,13.99736,13.63262,13.37964,0.009780148
123.059345472745,4.07350401553662,17.51438,16.72974,16.2917,16.12334,16.0385,0.01487738
172.521476261808,58.4716776834021,18.68762,17.60629,17.13435,16.93364,17.51357,0.005114254
176.944018865186,59.3297428914796,18.96391,17.65431,17.14599,16.93171,16.81525,0.01141813
173.249788845049,6.71623765465929,17.04622,15.24577,14.40927,13.96349,13.65738,0.01787259
126.107617485169,4.24768600539302,16.30509,14.52472,13.76361,13.38139,13.10678,0.01362075
139.241608937509,6.71507741302743,18.24901,16.63815,15.89314,15.54112,15.257,0.018582
154.94326410509,45.5179982050633,17.5545,17.61452,17.22684,17.703,17.51113,0.002708944
159.902126370257,47.3979078293286,14.8065,13.33009,12.7337,12.39367,12.35133,0.007798963
181.381286757032,50.5460067603943,15.03375,14.64179,14.27101,14.73077,14.68835,0.002506362
178.937876617385,55.3207346657211,14.50217,13.11087,12.39992,12.01704,11.81684,0.002853319
205.166041213491,54.3328639411219,14.9737,13.65936,12.90632,12.61,12.61427,0.00670312
232.196822543092,44.2798388743018,18.40314,17.1979,16.80854,16.59579,16.56314,0.01879862
256.93339645293,23.9992413253401,18.5623,17.51447,17.09018,16.86289,16.71039,0.01313544
228.990411071533,46.7906451848038,18.68423,17.66376,17.32953,17.1438,17.03474,0.01904412
236.106010698516,46.6594718568057,17.42126,16.17076,15.5673,15.2936,15.0715,0.01944713
236.029612443837,47.2946307283662,18.13966,16.68457,16.14865,15.89336,15.70552,0.01986242
172.510946162427,9.28310904607775,16.46047,14.45037,13.73771,13.37413,13.82663,0.003908201
179.707102404737,46.4648113281372,17.98647,17.05056,16.85135,16.74625,16.63577,0.002641058
154.985826280492,43.3197445536561,17.20989,16.25401,15.96935,15.78197,15.76475,0.0125419
139.268875058433,38.1793837014603,18.55778,17.49433,17.26869,17.10301,17.22681,0.008027548
175.579292448797,14.9962250614657,17.13501,16.38944,16.10135,15.98313,16.70706,0.003434411
178.904764601713,56.2531204477953,16.5255,15.6258,15.26568,15.12397,15.00598,0.003168222
175.563627654124,57.2756266801593,16.79131,15.21704,14.54435,14.19192,13.91244,0.01122997
178.911807529394,58.35163397454,17.11015,15.74039,15.11614,14.76822,14.5101,0.01102358
211.977729852806,54.7033648658672,18.00682,16.90821,16.39295,16.18221,16.023,0.00606694
205.142397472303,55.4303207355047,18.51922,17.03146,16.60053,16.84817,16.97369,0.01670003
218.209086671246,52.3054098921598,17.96646,16.852,16.44678,16.26265,16.14968,0.01125434
196.680762275781,57.0741067983719,18.68796,17.71789,17.43663,17.28296,17.36823,0.01084974
181.362704243224,12.5453035437683,18.74222,17.67771,17.18192,17.00368,17.08188,0.002569598
188.811209322588,12.2374230076557,19.13339,17.62432,17.03349,16.75706,16.74345,0.002507375
188.784002627765,13.4853432875953,19.80655,17.66359,16.96361,16.63647,16.97943,0.005856981
215.16775269415,40.3153163652932,16.30424,15.2819,14.91062,14.71807,14.592,0.004318803
179.702791079449,45.6767944326708,17.67462,16.42652,15.96205,15.73235,15.61242,0.01985714
197.859793553195,-0.249732165326863,15.4591,13.88078,13.13354,12.76484,12.46074,0.01277295
148.334281389943,0.697737547469026,15.59444,13.63157,12.68582,12.18435,11.80645,0.01255482
148.335361349982,0.62857286395905,19.20093,17.91525,17.30803,16.98795,16.90138,0.01312433
20.057761510767,14.2155148098213,18.83157,17.88514,17.49374,17.35915,17.17944,0.01708898
53.9504388044003,-6.71760137940555,16.87949,15.88451,15.44922,15.26319,15.12392,0.01259685
53.5739288820145,-6.26499945038653,15.7389,13.88272,13.04766,12.64771,12.37214,0.01752557
53.7416932366183,-5.81477941190859,17.48603,16.13854,15.43723,15.13128,14.88344,0.01828602
53.717024680145,-5.78831008753587,18.64126,17.69989,17.25596,17.12034,16.94471,0.01825886
178.428379124591,-1.65987767089163,17.47716,16.55855,16.17856,16.03989,15.95338,0.01096165
178.369386625046,-3.22975965864347,17.36005,16.61634,16.38955,16.3576,16.40323,0.00483095
181.196682287189,-2.72008162472298,16.28567,14.7591,13.97028,13.60124,13.26924,0.01960516
256.566016062316,60.7051955556035,16.65405,15.39612,14.89217,14.64765,14.42327,0.01194774
148.304106824217,60.3122726815542,18.7966,17.74803,17.44984,17.28367,17.31087,0.005450966
181.661186194401,66.3095410800016,18.49473,17.44328,17.04016,16.90626,16.85476,0.00393739
115.16368148442,39.2333035351578,15.60295,13.68795,12.72205,12.20566,11.79123,0.01115533
130.168373797919,53.7775977255859,18.46272,17.18135,16.82145,16.59453,16.5339,0.01232669
155.454474169844,64.3001949788766,18.52189,17.30518,16.6266,16.19571,15.89891,0.001750633
261.844342807911,59.634111944464,17.66897,16.62784,16.24319,16.05504,15.97281,0.01822399
155.456110799136,65.3702984819729,19.05646,17.39596,17.22631,17.08881,17.3846,0.01057253
180.67876526187,1.52610852848433,19.47388,17.5774,17.00201,16.69081,16.43318,0.01789175
180.675998132425,1.97680294605103,14.6435,12.64535,11.6796,11.24638,10.87456,0.006541668
180.677877973936,1.95220314715722,16.63631,14.77147,13.96343,13.59519,13.27695,0.01726192
180.674800018915,1.96933518641267,30.32766,15.71411,15.06578,14.31198,23.88682,0.006714756
181.193393906527,2.00522434011575,18.64636,17.00619,16.27938,15.92327,15.65933,0.01551385
181.664104799163,1.28425010389002,17.37552,15.65687,14.91133,14.53774,14.24255,0.01802161
180.636336897486,1.74878701559322,19.0426,17.56608,16.94969,16.64728,16.40054,0.01916193
181.191513735043,1.80396160935353,19.44506,17.85013,17.13539,16.77337,16.49864,0.0195606
193.885715341554,2.93976327045367,17.89925,16.96103,16.61196,16.40557,16.25,0.01795836
8.1804132125781,-11.1474155043969,17.82206,16.7799,16.35316,16.27915,16.16127,0.01646693
8.13049481895072,-10.6894178343697,18.62459,17.69408,17.41985,17.26854,17.16167,0.01052816
35.0492086589518,-9.40079924404204,18.96256,17.9119,17.5421,17.37676,17.2719,0.01586
25.3311670417325,-9.22568599533068,17.229,16.253,15.91489,15.7592,16.60545,0.01820552
28.0665842390553,-8.24349226244391,17.44953,15.62292,14.83332,14.42261,14.11151,0.01856024
53.8939205554679,-5.741831944656,18.32876,17.42179,17.05458,16.92383,16.85559,0.01800595
2.19263196920315,15.8169568216518,14.50022,13.25727,12.8471,12.6091,12.41566,0.002909333
10.0126327428681,-9.56511776325904,18.28872,17.17227,16.62004,16.31761,16.09695,0.01950057
114.190029000989,33.1227553308411,16.53367,15.58602,15.17658,14.96772,14.80673,0.01619468
28.0951971320904,14.5539380919297,18.06966,17.01283,16.53318,16.29139,16.08813,0.0180089
210.536319124002,61.4123817129716,18.56987,17.736,17.46939,17.35009,17.30436,0.005640853
114.247803469715,30.4981663267718,18.41397,17.38542,16.94673,16.71312,16.55263,0.01516611
221.911682128907,59.364403513282,17.58115,16.73627,16.45805,16.32691,16.22028,0.007362184
153.812233817014,4.29186303119564,17.49434,16.33816,15.90481,15.66594,15.58267,0.01421734
146.514757888966,4.403444612362,15.74226,13.81942,12.98315,12.56647,12.3201,0.01657175
180.651333011233,4.5499370576004,18.83997,17.69144,17.2761,17.11824,17.06775,0.0189063
114.215926809524,30.8917090991097,18.86535,17.60961,17.23134,17.00239,16.88011,0.01518179
180.654508171861,64.3764717855092,15.20409,14.13172,13.5814,13.40144,13.20223,0.005004815
155.448305239631,56.9304196913631,14.72759,13.63687,13.1255,12.91065,12.83877,0.003864083
232.663990651479,52.0879275662921,18.96227,17.99907,17.55208,17.39052,17.22208,0.01966377
180.621562912252,62.4172640963358,16.27466,15.05699,15.02376,14.64695,24.67966,0.005133335
235.642917151766,2.01437104117169,16.0732,14.20729,13.3729,12.9415,12.62461,0.01182045
212.242103857748,-2.97378251860478,15.32687,14.33014,13.8961,13.71821,13.56138,0.005479636
8.14571135132348,15.0362237912053,17.08482,15.94523,15.43418,15.16936,14.99632,0.01794647
5.49465446004223,15.9810762903161,18.94481,17.8783,17.53327,17.35277,17.15336,0.01463665
24.0006590167102,0.663536258278328,15.52553,14.03146,13.24979,12.90063,12.59101,0.01720634
24.6973865051103,1.07175225630378,17.18526,15.04419,13.98896,13.40827,13.08755,0.01655893
118.514658166728,29.7959277243985,17.69492,16.69086,16.35794,16.2099,16.08957,0.01431259
119.045325562521,30.2127577421722,17.01791,15.72279,15.14779,14.86328,14.67516,0.01662313
4.48080372558525,0.335233787214475,16.47055,15.27525,14.89962,14.69137,14.69432,0.01808284
4.47592465009018,0.32929932791929,18.34486,17.30838,16.96077,16.77603,16.74572,0.01768062
157.26953377031,54.7163261146942,16.10422,15.09694,14.39286,14.62246,14.41828,0.004800392
141.837718336312,45.6996177021791,18.9865,17.11649,16.65214,16.43365,16.26539,0.0171358
146.560897314024,47.1342412086051,16.79234,15.42311,14.99647,14.81194,14.63712,0.01540575
181.657962928826,54.7660814031995,17.82557,16.7644,16.56077,16.49509,16.63314,0.002835604
174.241797690897,55.1620543559156,15.24774,13.72102,13.00749,12.67772,12.42286,0.01918861
119.044269419835,33.2451878337807,18.22804,16.87787,16.38204,16.14866,16.03199,0.01730382
119.804361839231,32.9146744726195,15.92225,14.09881,13.16556,12.67161,12.2911,0.01732075
148.338918849761,46.8191559333602,18.52271,17.73643,17.50699,17.44898,17.36897,0.01542866
150.916982048737,47.7061218463302,16.96895,15.90634,15.50185,15.29801,15.1646,0.01473837
162.147088040127,55.7449714893095,17.12967,16.1518,15.84049,15.67549,15.58305,0.009729046
151.354581475965,47.6658384477657,18.12475,17.04129,16.69442,16.52469,16.40207,0.01463806
115.094775028194,23.2749797049172,15.73482,14.06207,13.31615,12.91957,12.72598,0.007523756
124.607420505574,29.9595530388744,17.21728,15.76328,15.09027,14.74956,14.49305,0.0199058
127.8617513479,33.0675428628863,16.92264,15.89303,15.48289,15.25117,15.06107,0.01684463
150.952750630064,45.0826767079273,18.30566,17.36682,17.46471,17.69126,17.68739,0.009217476
197.792544113373,49.5252330253877,17.9414,16.98607,16.56984,16.38904,16.2281,0.008346632
153.784704935964,5.24335650379796,17.44972,16.05361,15.59676,15.34167,15.24956,0.01428663
180.612481441106,58.9855375741888,18.59294,17.54758,17.12793,16.94421,16.82397,0.01300906
157.314594466244,6.12810395830534,16.60964,14.98599,14.31077,13.97179,13.72287,0.01188369
154.542808015924,7.14298248942821,17.44559,16.37213,15.97006,15.75567,15.62752,0.01260648
190.254471610269,9.7184253195893,18.65907,17.80201,17.48053,17.34833,17.26385,0.004538782
174.232047918945,55.1357416957149,17.23105,15.84422,15.12872,14.75881,14.50001,0.01954934
238.220184950768,40.6467184732269,15.53354,14.09012,13.38319,12.99181,12.73308,0.01526471
239.5771471017,41.2451670280909,18.54169,17.43308,16.85241,16.67435,16.4278,0.01555812
232.684969774921,47.318967571828,17.91043,16.68631,16.44069,16.35029,16.15441,0.008552017
221.893101929542,53.9349265800658,18.48555,17.44643,17.07778,16.89375,16.74479,0.01915866
216.928620027758,56.6588949828921,17.96086,16.6022,15.96042,15.63339,15.41714,0.006772992
216.926524937,56.5959665488338,18.92031,17.47623,16.96099,16.69853,16.60048,0.006512848
238.261183397611,46.7679434940143,18.00764,16.74986,16.18048,15.88474,15.71446,0.0195055
119.7619025775,24.1606244761885,16.50962,14.87038,14.04329,13.61288,13.28615,0.0159747
120.426873618839,25.240250896924,16.92335,15.39058,14.73204,14.40054,14.13947,0.01553422
143.792887783231,40.0598951560846,17.83214,16.56892,16.05737,15.80567,15.62002,0.01457948
119.817465588309,23.8494718033567,18.92776,17.79124,17.36272,17.15592,17.0222,0.007443255
119.821646715458,24.452050979879,17.07166,15.50125,14.75914,14.37101,14.07,0.01945101
148.358590311322,7.86526900228026,16.28277,14.8858,14.5211,14.31226,14.20986,0.01791008
178.359940198684,46.3635970083823,18.6154,17.66242,17.34591,17.17268,17.1766,0.018899
158.498739733505,45.1391543908698,17.95821,16.87524,16.55923,16.4015,16.2575,0.01575568
143.774175103343,9.6491960785909,17.10788,15.44257,14.72143,14.34429,14.10314,0.01136799
155.477402397105,11.4655202804909,17.51011,16.5712,16.10113,15.89092,15.74621,0.01697103
162.116263090833,12.5331983078235,14.04942,13.04782,12.69901,12.41599,12.5812,0.004332297
141.792131854027,35.2909350912804,17.34152,15.72854,14.87668,14.4312,14.04133,0.01627214
